ID,Intent,Question_EN,Answer_EN,Question_HA,Answer_HA,Keywords,Source,Keywords_HA,Confidence
TAX_122,stamp_duty,What is the stamp duty rate for property leases of 8–21 years?,Lease agreements for 8–21 years attract an ad valorem stamp duty rate of 3%.,Wace irin dabara ce ake yi wa masu sayar da dukiya a cikin mutane 8 da suka tuba sa'ad da suke ' yar shekara 21?,"Alal misali, kashi 3 bisa ɗari na ' yan shekaru da suka shige, kashi 3 bisa ɗari na waɗanda suka tuba sun jawo wani irin rashin gaba gaɗi daga kashi uku zuwa 3 bisa ɗari.","stamp duty, lease, 3%, ad valorem, property","Nigeria Tax Act 2025, Schedule 3","misali,, kashi, shekaru, shige,, kashi",HIGH
TAX_123,excise_duty,Is there an excise duty on sugar-sweetened beverages?,"Yes, a minimum excise duty of N10 per litre on non-alcoholic, carbonated, and sweetened beverages.",Akwai wani abu na musamman game da shan giya?,"Hakika, haraji na musamman game da shan giya, yin maye, da kuma yin maye sun zama ruwan dare gama gari.","excise, sugar, beverages, N10, litre","Nigeria Tax Act 2025, Section 95","Hakika,, haraji, musamman, giya,, maye,",HIGH
TAX_124,excise_duty,What are 'Health Taxes' in the 2025 Act?,"Excise duties on tobacco, alcohol, and sugary drinks designed to discourage consumption.",Mecece cuta a Dokar da Aka Ba da ta Hannun Musa take nufi?,"Alal misali, ka yi la'akari da shan taba, giya, da kuma shan giya da ake yi a kai a kai.","health tax, tobacco, alcohol, excise, sugar","Nigeria Tax Act 2025, Section 96","misali,, la'akari, taba,, giya,",HIGH
TAX_125,capital_gains_tax,Are gains from selling Nigerian shares exempt from tax?,Gains are exempt if total proceeds are less than N150 million within a 12-month period.,"' Yan kasuwa suna da'awar cewa su Kiristoci ne, amma ba sa biyan haraji ne?","A cikin watanni 12 da suka shige, ana samun kuɗi sosai idan aka rage kuɗin da ake kashewa.","CGT, shares, exempt, N150m, 12 months","Nigeria Tax Act 2025, Section 54","cikin, watanni, shige,, samun, sosai",HIGH
TAX_126,stamp_duty,What is the fixed duty for general contracts?,"For contracts not otherwise specified with a percentage, a fixed stamp duty of N1,000 applies.",Menene ainihin dalilin da ya sa aka ba wa Bilatus ikon yin sarauta?,"Alal misali, idan aka ce ba a ba da umurni a yi haka ba, za a yi amfani da wani dama da aka ba da.","stamp duty, N1000, contract, fixed","Nigeria Tax Act 2025, Schedule 3","misali,, umurni, amfani",HIGH
TAX_127,excise_duty,Who is responsible for collecting and remitting Excise Duty?,The manufacturer or importer of excisable goods is responsible for collecting and remitting to FIRS.,Wanene ke da hakkin yin wa'azi da kuma biyan haraji na musamman?,Masu karɓan haraji suna da hakkin gudanar da haraji na musamman kuma suna aika wa ' yan'uwansu kuɗin da suke samu.,"excise, manufacturer, importer, remit, FIRS","Nigeria Tax Act 2025, Section 98","karɓan, haraji, hakkin, gudanar, haraji",HIGH
TAX_128,capital_gains_tax,Can I deduct the cost of improving an asset from the CGT?,"Yes, cost of acquisition and capital expenditure used to improve the asset's value are deductible.",Zan iya canja aikin da nake yi kuwa?,"Hakika, wanda ya yi amfani da kuɗin babban birnin babban birnin ya yi amfani da kuɗin da ake kashewa don ya gyara gaba gaɗi.","CGT, improvement, deduction, acquisition cost","Nigeria Tax Act 2025, Section 53","Hakika,, wanda, amfani, kuɗin, babban",HIGH
TAX_129,stamp_duty,What happens if I use an unstamped document in court?,An unstamped document is generally not admissible as evidence until the duty and penalties are paid.,Menene zai iya faruwa idan aka yi amfani da takardar bayani da aka saka hannu a fadar?,"A yawancin lokaci, wani takarda ba tabbaci ba ne cewa ba za a biya aikin ba kuma ba za a biya su ba.","stamp duty, unstamped, court, civil proceedings","Nigeria Tax Act 2025, Section 92","yawancin, lokaci,, takarda, tabbaci, aikin",HIGH
TAX_130,excise_duty,Does the 2025 Act apply excise to telecommunication services?,The Act provides a framework for excise on specific services; specific rates may be set by the Minister.,Dokar da aka bayar ta hannun Musa ta yi amfani da haraji na musamman wajen yin wasu gyare - gyare ne?,Dokar ta nuna cewa haraji yana da nasaba ta musamman game da haraji.,"excise, telecom, internet, services","Nigeria Tax Act 2025, Section 97","Dokar, haraji, nasaba, musamman, haraji.",HIGH
TAX_131,small_business,What is the tax rate for a 'Small Company' in 2025?,Small companies (annual turnover under N50 million) are subject to 0% Corporate Income Tax.,Wane irin matsayi ne aka yi don a samu ƙarin kuɗi ' yan'uwa maza da mata fiye da 20?,"Alal misali, kashi 50 bisa ɗari na ' yan kasuwa suna ba da gudummawar kuɗi ga jama'a.","small company, 0%, CIT, turnover N50m","Nigeria Tax Act 2025, Section 56","misali,, kashi, kasuwa, gudummawar, jama'a.",HIGH
TAX_132,small_business,Must a small business with 0% tax still file returns?,"Yes, all companies must file tax returns annually, even if they qualify for the 0% small business rate.",Shin za ka iya ba da ɗan ƙaramin kuɗin da kake da shi na yin magana?,"Hakika, ' yan kasuwa suna bukatar su yi magana game da haraji kowace shekara, ko da ana kiran su ' yan kasuwa da suke da'awar cewa su talakawa ne.","small business, file, returns, mandatory","Nigeria Tax Act 2025, Section 102","Hakika,, kasuwa, bukatar, magana, haraji",HIGH
TAX_133,small_business,What is the turnover threshold for a Medium Company?,Medium companies are those with annual turnover between N50 million and N1.5 billion.,Mene ne bakin sana'ar kasuwanci da aka yi don a sami kuɗi mai yawa?,"Alal misali, masana kimiyya sun yi amfani da dukan kuɗin kasuwanci na shekara 50 da rabi tsakanin miliyan 50 da kuma fiye da miliyan ɗaya.","medium company, turnover, N50m, N1.5bn","Nigeria Tax Act 2025, Section 110","misali,, masana, kimiyya, amfani, dukan",HIGH
TAX_134,penalties,What is the penalty for late filing of tax returns?,"N50,000 for the first month of default and N25,000 for each subsequent month.",Mene ne za a yi sa'ad da aka yi sanarwa game da haraji?,"A RANAR 1 ga watan Satumba na shekara ta 2009, mutane dubu ɗari biyar ne suka rasa rayukansu a kowace wata.","penalty, late filing, N50k, N25k","Nigeria Tax Act 2025, Section 115","RANAR, watan, Satumba, shekara, 2009,",HIGH
TAX_135,penalties,What happens if I provide false information to the FIRS?,Providing false or misleading information can lead to a fine of up to N10 million or imprisonment.,Menene ke faruwa idan aka yi ƙarya ga masana kimiyya?,Muna samun bayani game da koyarwar ƙarya ko kuma ƙarya da za ta iya kai miliyan 10 zuwa 10 a kurkuku.,"penalty, false, N10m, imprisonment, FIRS","Nigeria Tax Act 2025, Section 118","samun, bayani, koyarwar, ƙarya, ƙarya",HIGH
TAX_136,penalties,Is there a penalty for not registering for tax?,"Yes, failure to register for tax within the required time attracts a penalty of N50,000 for the first month.",Shin akwai abin da ya isa a yi amfani da shi don a biya haraji?,"Hakika, ba a bukatar a ba da cikakken bayani don a sami kuɗin biyan haraji a lokacin da ya dace domin wata ta farko.","penalty, registration, N50k, TIN","Nigeria Tax Act 2025, Section 114","Hakika,, bukatar, cikakken, bayani, kuɗin",HIGH
TAX_137,general_exemption,Are religious organizations exempt from all taxes?,Exempt only on income from non-profit activities; any trading or business income is taxable.,Shin addinai da ba sa biyan haraji suna yin amfani da dukan kuɗin da suke da shi ne?,Suna aiki ne kawai ba tare da ƙarfafa ba; duk wani sana'o'i ko sana'o'i sun wuce gona da iri.,"religious, exempt, non-profit, trading income","Nigeria Tax Act 2025, Section 21","kawai, ƙarfafa, sana'o'i, sana'o'i",HIGH
TAX_138,general_exemption,Is my pension income taxable in Nigeria?,"No, any profit or income from a statutory pension scheme or retirement savings account is exempt.",Shin an yi watsi da ni ne a Nijeriya?,"A'a, ko kuma wata hanyar shari'a da aka yi amfani da ita don a ba da gudummawar kuɗi ko kuma a yi wasu gyare - gyare a hanyar da ba ta dace ba.","pension, exempt, retirement, savings","Nigeria Tax Act 2025, Section 35","hanyar, shari'a, amfani, gudummawar, gyare",HIGH
TAX_139,general_exemption,Do I pay tax on compensation for loss of office?,"Compensation for loss of office is exempt from tax up to N10,000,000.",Shin haraji game da biyan haraji yana da muhimmanci ne?,Ba a biyan kuɗin haraji da aka biya na mutane fiye da biliyan ɗaya.,"compensation, loss of office, N10m, exempt","Nigeria Tax Act 2025, Section 55","biyan, kuɗin, haraji, mutane, biliyan",HIGH
TAX_140,small_business,Can a small business claim 'Small Business Relief'?,"Yes, small businesses are eligible for various incentives, including simplified accounting and 0% income tax.",Za a iya samun ƙaramin irin sana'ar da za ta iya sa a samu sauƙi ne?,"Hakika, ƙananan ma'aikata ba su da yawa da za su ƙarfafa wasu, har da rage yawan kuɗin da suke kashewa a kan kuɗin da za su kashe.","small business, relief, incentive, 0%","Nigeria Tax Act 2025, Section 59","Hakika,, ƙananan, ma'aikata, ƙarfafa, wasu,",HIGH
TAX_141,administration,How long should I keep my tax records?,You are required to keep all tax-related records and documents for a minimum of 6 years.,Yaya yawan lokaci da zan riƙa adana wasu littattafai na haraji?,Ka yi la'akari da wannan misalin: Ana bukatar a adana dukan littattafan da kuma rubuce - rubucen da suka shafi haraji na shekara 6 da suka shige.,"records, 6 years, FIRS, audit","Nigeria Tax Act 2025, Section 105","la'akari, wannan, misalin:, bukatar, adana",HIGH
TAX_142,penalties,What is the penalty for failing to deduct Withholding Tax?,"Penalty is 10% of the amount not deducted, plus interest at the prevailing CBN rate.",Me ya sa karɓan haraji yake da muhimmanci?,"Abin baƙin ciki shi ne, yawan kuɗin da ake kashewa ba shi da yawa, ya fi na kashi 61 bisa ɗari.","WHT, penalty, 10%, CBN, deduction","Nigeria Tax Act 2025, Section 116","baƙin, yawan, kuɗin, kashewa, yawa,",HIGH
TAX_143,general_exemption,Are dividends from small companies taxable?,Dividends paid by a small company are generally exempt from further tax in the hands of the recipient.,Shin ' yan kasuwa suna saka ƙananan motoci a cikin majami'o'i ne?,"A yawancin lokaci, ana samun kuɗin da za a riƙa biya wa mai shi albashi mai tsoka.","dividend, small company, exempt, franked","Nigeria Tax Act 2025, Section 42","yawancin, lokaci,, samun, kuɗin, albashi",HIGH
TAX_144,small_business,What is the CIT rate for a 'Medium Company'?,Medium companies (turnover N50m–N1.5bn) are taxed at a reduced rate of 20%.,Me ya sa aka yi amfani da wannan ' ya'yan itace da aka yi amfani da shi a zamanin dā?,"Alal misali, masana kimiyya sun yi amfani da wannan zarafin don su yi bincike a kan yadda za a kawar da cin hanci da rashawa.","CIT, medium company, 20%","Nigeria Tax Act 2025, Section 56","misali,, masana, kimiyya, amfani, wannan",HIGH
TAX_145,administration,Can I pay my taxes in instalments?,"Yes, taxpayers can apply to the FIRS to pay assessed tax in instalments, subject to approval.",Zan iya biyan kuɗin sabulu a wajen sayar da haraji?,"Hakika, ana iya ce a ba da gudummawar kuɗi don a biya haraji, saboda haka, ana iya ba da gudummawar kuɗi don a biya haraji.","instalments, FIRS, approval, payment plan","Nigeria Tax Act 2025, Section 108","Hakika,, gudummawar, haraji,, saboda, haka,",HIGH
TAX_146,bank_taxation,Will transfers and deposits into my bank account be taxed?,"No. Bank transfers, POS movements, and deposits are not taxable events; only income earned is taxed.",Shin za su iya yin amfani da kuɗin da nake da shi don yin wa'azi?,"A'a, kyautar kuɗi, fasaha, da zane - zane ba su kasance banza ba, kuma ba su da amfani.","bank, POS, transfer, deposit, not taxable",Nigeria Tax Act 2025 FAQ,"kyautar, kuɗi,, fasaha,, kasance, banza",HIGH
TAX_147,bank_taxation,Will I be denied access to my bank account if I don't have a TIN by Jan 1?,No. You can still access existing accounts; new accounts will require a TIN over time.,"Na yi jinkirin gaya wa kaina, "" Idan ba ni da wani irin ciwon da zan kashe a ranar 1 ga Janairu, 2010, hakan zai hana ni samun kuɗin biyan bukatun iyalina ne? '","A'a, har ila za a iya sanin abin da ke cikin zuciyar mutum.","TIN, bank account, access, January",Nigeria Tax Act 2025 FAQ,"sanin, cikin, zuciyar, mutum.",HIGH
TAX_148,pit_rates,What are the new progressive tax bands starting in 2026?,"First N800k (0%), next N2.2m (15%), next N9m (18%), next N13m (21%), next N25m (23%), above N50m (25%).",Wace sabuwar sabuwar doka ce aka ci gaba da ci gaba da haskakawa tun daga shekara ta 1920?,IKOT EKPENE 1 (Efik),"PIT, tax bands, progressive, 2026, N800k",Nigeria Tax Act 2025 FAQ,"EKPENE, (Efik)",REVIEW_NEEDED
TAX_149,pit_exempt,Are military salaries taxable under the new law?,No. Salaries of military officers are now specifically exempt from personal income tax.,Aikin sojoji yana ƙarƙashin sabuwar doka ne?,"A'a, ma'aikatan sojoji suna da ra'ayin da bai dace ba game da haraji na kansu.","military, army, salary, exempt, PIT",Nigeria Tax Act 2025 FAQ,"ma'aikatan, sojoji, ra'ayin, haraji, kansu.",HIGH
TAX_150,creative_tax,Do musicians and actors still have tax exemptions on foreign income?,"No. Authors, musicians, and creatives must now pay Nigerian tax on income earned within and outside Nigeria.",Masu zane - zane da ' yan wasa suna da laifi ne game da kuɗin da ake biya?,"A'a, masu zane - zane, masu ilimi, masu ilimi yanzu suna bukatar su biya haraji a kan kuɗin haraji da kuma a wasu ƙasashe.","musician, actor, creative, foreign income, tax",Nigeria Tax Act 2025 FAQ,"zane,, ilimi,, ilimi, yanzu, bukatar",HIGH
TAX_151,income_tax,Are loans from lenders like Fairmoney taxable as income?,No. Loans are not income and are not taxable; the lender's interest income is taxable for them.,"A ƙasashe da yawa, ana ba da gudummawar kuɗi ne don biyan haraji?","A'a, bayarwa ba ta da amfani, ba ta kan rasa abin biyan bukata ba; tattalin arziki ba shi da amfani a gare su.","loan, Fairmoney, not taxable, income",Nigeria Tax Act 2025 FAQ,"bayarwa, amfani,, biyan, bukata, tattalin",HIGH
TAX_152,general_exemption,Are disability pensions for injured soldiers taxable?,No. Disability pensions for members of the armed forces are completely tax-exempt.,Shin ya yi ƙoƙari sosai don ya biya haraji da aka yi wa sojoji masu taurin kai ne?,"A'a, rashin lafiyar waɗanda suke ɗaukan makamai ba shi da sauƙi.","disability, pension, military, exempt",Nigeria Tax Act 2025 FAQ,"rashin, lafiyar, waɗanda, ɗaukan, makamai",HIGH
TAX_153,rent_relief,What is the 'Rent Relief' benefit under the new law?,"From 2026, individuals can claim tax relief of 20% of annual rent, capped at N500,000.",Menene amfanin ƙa'ida a Ƙa'idar Ja - Gora?,"Tun daga shekara ta 1920, mutane suna iya tambayar ofishin reshe na ƙasar Amirka ya biya kuɗin da ake kashewa a kowace shekara.","rent relief, 20%, N500k, 2026, deduction",Nigeria Tax Act 2025 FAQ,"shekara, 1920,, mutane, tambayar, ofishin",HIGH
TAX_154,general_exemption,Is income from Federal or State Government bonds taxable?,No. All government bonds are specifically listed as tax-exempt.,Kana ƙoƙari ka rage kuɗin da kake kashewa daga masu haraji ko kuwa hukuma?,"A'a, ba dukan kuɗin da gwamnati take biya ba ne.","bonds, government, exempt, investment",Nigeria Tax Act 2025 FAQ,"dukan, kuɗin, gwamnati",HIGH
TAX_155,income_tax,Will I pay tax on a big severance package when I leave my job?,Severance pay of N50 million or less is tax-free; any amount above that is taxed using progressive bands.,Ina ba da kuɗin haraji mai yawa a lokacin da na bar aikina?,"Ba a biyan kuɗin da ake kashewa don hidima a ƙasashe miliyan 50 ko fiye da haka, ana amfani da adadin da ake samu a yin amfani da su a aikin wa'azi a kai a kai.","severance, N50m, tax-free, termination",Nigeria Tax Act 2025 FAQ,"biyan, kuɗin, kashewa, hidima, ƙasashe",HIGH
TAX_156,foreign_income,Will Nigeria tax dividends or rent I earn from properties abroad?,Dividends and rent earned abroad are exempt if brought into Nigeria through approved banking channels.,Shin za ka iya yin amfani da kuɗin da kake da shi a ƙasarku ko kuma kuɗin da kake da shi a wata ƙasa?,' Yan'uwa daga ƙasashe dabam - dabam suna da haɗin kai idan suka ba da gudummawa don ' yan'uwan da ke Afirka ta Kudu.,"foreign income, dividend, rent, approved channels",Nigeria Tax Act 2025 FAQ,"Yan'uwa, ƙasashe, dabam, dabam, haɗin",HIGH
TAX_157,remote_work,"As a remote worker for an international company, do I pay tax in Nigeria?","Yes, especially if your income is exempt in the company's home country due to a treaty or diplomatic arrangement.","A matsayin ma'aikaci a ƙasashe dabam - dabam, muna biyan haraji ne a Nijeriya?","Hakika, musamman idan kuɗin da suke samu yana da kyau a ƙasar da za su yi cuɗanya da juna ko kuma su faɗi abin da ya dace.","remote work, international, tax, Nigeria",Nigeria Tax Act 2025 FAQ,"Hakika,, musamman, kuɗin, ƙasar, cuɗanya",HIGH
TAX_158,administration,How long does it take to get a Tax Clearance Certificate (TCC)?,A TCC should be issued within two weeks after all taxes for the last three years have been fully paid.,Har tsawon wane lokaci ne ake ɗaukan lokaci kafin a sami wani suna?,"A cikin makonni biyu bayan biyan haraji na shekara uku, an biya kuɗin da aka biya.","TCC, 2 weeks, clearance, FIRS",Nigeria Tax Act 2025 FAQ,"cikin, makonni, bayan, biyan, haraji",HIGH
TAX_159,business_type,Does a 'Business Name' pay PIT or CIT?,"If registered as a business name (enterprise), you pay PIT. If registered as a limited liability company, you pay CIT.",Baƙar magana ce ko kuma baƙar magana?,"Idan aka san ka da sunan kasuwanci, kana iya cin hanci da rashawa ko a'a ko a'a ko a'a.","business name, enterprise, PIT, CIT, LLC",Nigeria Tax Act 2025 FAQ,"sunan, kasuwanci,, hanci, rashawa",HIGH
TAX_160,small_business,Is there a limit on assets for small company exemptions?,"Yes, a company is generally exempt if it has up to N100 million turnover or N250 million in assets.",Shin akwai iyaka ga masu aiki tuƙuru da suke neman ' yan kasuwa?,"Hakika, akwai aikin da aka fi sani idan akwai na'ura mai yawa na kasuwanci har biliyan 100 ko fiye da haka a dukan duniya.","small company, N100m, N250m, assets, exempt",Nigeria Tax Act 2025 FAQ,"Hakika,, akwai, aikin, akwai, na'ura",HIGH
TAX_161,pit_calc,What is the exact tax for someone earning N100k/month?,"After the N800k exemption and deductions (Pension/NHF/Rent), an N100k earner pays almost zero tax (~N600/month).",Menene Ainihi Littafi Mai Tsarki ya ce game da mutumin da ya ba da gudummawa da son rai?,"Bayan da aka yi amfani da su a matsayin wanda zai ɗauki kaya masu yawa, sai a rage kuɗin da ake biya na albashi mai tsoka.","PIT, N100k, monthly, calculation, N600","Nigeria Tax Act 2025, Sec. 58","Bayan, amfani, matsayin, wanda, ɗauki",HIGH
TAX_162,admin_rules,Do I pay tax to the FIRS or my State?,"PIT is paid to your State IRS (e.g., KIRS for Kano). FIRS only handles CIT and VAT.",Shin ina ɗaukan haraji da muhimmanci fiye da yadda nake yi a ƙasarsu?,"Alal misali, ' yan Amirka suna biyan bukatunsu.","FIRS, State IRS, PIT, CIT, VAT, jurisdiction",Nigeria Tax Act 2025 FAQ,"misali,, Amirka, biyan, bukatunsu.",HIGH
TAX_163,remote_work,Does a foreign company need to register in Nigeria to hire me?,No. Foreign employers of remote workers no longer need to register in Nigeria solely because of remote staff.,Wani ma'aikacin gwamnati yana bukatar a yi mini jinya a Nijeriya kuwa?,"A'a, masu aiki a ƙasashen waje ba sa bukatar a yi musu shari'a a Nijeriya don kawai sun bar aikin.","remote work, foreign employer, registration",Nigeria Tax Act 2025 FAQ,"ƙasashen, bukatar, shari'a, Nijeriya, kawai",HIGH
TAX_164,remote_work,"If I earn USD/Euro, how do I calculate my tax?",Convert the foreign currency to Naira using the prevailing CBN rate on the day of the transaction.,"Idan ina da halin da ya dace, ta yaya zan iya lissafa yawan kuɗin da zan biya?",Na yi amfani da kuɗin da nake da shi wajen yin wa'azi a ƙasar waje a ranar Lahadi da rana.,"USD, EUR, CBN rate, convert, Naira, tax",Nigeria Tax Act 2025 FAQ,"amfani, kuɗin, wajen, wa'azi, ƙasar",HIGH
TAX_165,rent_relief,Can I claim rent relief if I live with my parents for free?,No. Rent relief requires documentary evidence (receipts) of actual rent paid to a landlord.,Zan so in yi aiki na ɗan lokaci tare da iyayena kuwa?,"A'a, samun sauƙi daga wurin ma'aikatan gwamnati yana bukatar ya ba da tabbaci cewa za a sami kuɗin da za a biya shi albashi mai tsoka.","rent relief, evidence, receipt, landlord",Nigeria Tax Act 2025 FAQ,"samun, sauƙi, wurin, ma'aikatan, gwamnati",HIGH
TAX_166,value_added_tax,Is there VAT on renewable energy like solar panels?,No. Renewable energy equipment including solar panels and batteries is now VAT-exempt.,Akwai abubuwa huɗu da za a iya yi game da kuzari da ake samu a wurin aiki kamar su fanel guda ɗaya kawai?,"A'a, kayan aiki na ƙarfi, haɗe da fanel masu ƙarfi, suna da tsabta na huɗu.","VAT, solar, renewable energy, exempt, panels","Nigeria Tax Act 2025, Sch. 1","kayan, ƙarfi,, fanel, ƙarfi,, tsabta",HIGH
TAX_167,value_added_tax,Is public transportation (bus/train) subject to VAT?,No. Public transportation and related services are specifically exempt from VAT in the 2025 Act.,"Shin za a iya yin amfani da mota a hanyar da ba ta dace ba, ko kuma a yi amfani da ita a hanyar da ba ta dace ba?","A'a, sufuri da kuma wasu gine - gine suna da nasaba ta huɗu a Dokar Musa.","VAT, bus, train, transport, exempt","Nigeria Tax Act 2025, Sch. 1","sufuri, nasaba, Dokar, Musa.",HIGH
TAX_168,admin_rules,What is the deadline to file my individual tax return?,You must file your personal annual tax return by March 31st of every year.,Menene lokaci na ƙarshe da zan ba da lissafi game da haraji?,"Ya kamata ka ba da rahoton haraji na shekara shekara shekara shekara - 31 kafin ka halarci Maris, shekara ta 31 A.Z.","PIT, March 31, filing deadline, annual return",Nigeria Tax Act 2025 FAQ,"kamata, rahoton, haraji, shekara, shekara",HIGH
TAX_169,incentives,What is the 'Tax Incentives Return'?,A new mandatory filing for businesses enjoying tax holidays to prove they still qualify.,Mene ne ra'ayin ' yan'uwa mata da yawa a Afirka ta Kudu?,Sabuwar shiri don ' yan kasuwa da suke jin daɗin hutu su nuna cewa har ila ana kiran su.,"incentive, pioneer status, mandatory, filing",Nigeria Tax Act 2025 FAQ,"Sabuwar, shiri, kasuwa, daɗin, kiran",HIGH
TAX_170,admin_rules,How long does the FIRS have to audit my old taxes?,"Generally 6 years. However, if fraud or wilful default is discovered, there is no time limit.",Ina yawan lokacin da zan biya kuɗin sabulu kuwa?,"Amma, a cikin shekara 6 da suka shige, idan aka gano ko kuma aka yi amfani da na'ura, babu lokacin da ya dace.","audit, 6 years, fraud, FIRS, limitation",Nigeria Tax Act 2025 FAQ,"Amma,, cikin, shekara, shige,, amfani",HIGH
TAX_171,development_levy,What happened to the Tertiary Education Tax (TET)?,"TET, the IT Levy, and the Police Trust Fund Levy have all been merged into the new 4% Development Levy.",Mene ne ya faru da wani ɗan wasa da ya yi hidima a matsayin mai ilimi a ƙasar waje?,"A SHEKARA ta 439 K.Z., ' yan addinin Mormon sun haɗa hannu a sabon juyin Littafi Mai Tsarki na New World Translation na Turanci.","TET, IT levy, police levy, development levy, merged","Nigeria Tax Act 2025, Sec. 59","SHEKARA, K.Z.,, addinin, Mormon, hannu",HIGH
TAX_172,small_business,Does the 0% tax apply to professional firms (Law/Accounting)?,"No. Small companies providing professional services (Law, Consulting) are excluded from the 0% CIT rate.","Alal misali, a ce masanan kimiyya sun yi amfani da sunan nan Shaidun Jehobah, amma ba su da isashen kuɗin biyan bukatunsu.","A'a, ' yan kasuwa da suke yin amfani da kayayyakin fasaha na zamani za su iya yin amfani da na'urar buga littattafai da ake amfani da su a dā.","professional firms, 0%, excluded, law, accounting","Nigeria Tax Act 2025, Sec. 56","kasuwa, amfani, kayayyakin, fasaha, zamani",HIGH
TAX_173,capital_gains_tax,What if I sell an asset and use the money to buy another?,"If you reinvest the proceeds into a similar asset within the same year, you may be exempt from CGT.",Mene ne zai iya faruwa idan ka ga cewa kana da ƙwazo kuma ka yi amfani da kuɗi don ka sayi wani abu?,"Idan ka ci gaba da yin irin wannan aikin a kowace shekara, za ka kasance da ra'ayi mai kyau.","CGT, reinvest, rollover, exempt, same year","Nigeria Tax Act 2025, Sec. 54","wannan, aikin, kowace, shekara,, kasance",HIGH
TAX_174,admin_rules,Can the tax office enter my house to check my records?,Only with a judicial warrant; broad powers apply to businesses but private residences require a court order.,Shin za ka iya samun kuɗin biyan bukatun kanka a gidana don ka bincika wasu bayanai da na yi imani da su?,"Maimakon yin shari'a kawai, ana amfani da masanan kimiyya masu yawa wajen yin shari'a, amma gidan na bukatar shari'a.","tax office, warrant, court order, home, audit",Nigeria Tax Act 2025 FAQ,"Maimakon, shari'a, kawai,, amfani, masanan",HIGH
TAX_175,value_added_tax,Do I pay VAT on my children's school fees?,No. Education and educational materials remain strictly VAT-exempt.,"Na huɗu, ka yi la'akari da wasan kwaikwayo na huɗu da aka yi game da ' ya'yana a makaranta?","A'a, ilimi da kuma ilimi suna ci gaba da kasancewa da nasaba ta kusa.","VAT, school fees, education, children, exempt","Nigeria Tax Act 2025, Sch. 1","ilimi, ilimi, kasancewa, nasaba, kusa.",HIGH
TAX_176,penalties,What is the penalty for 'Tax Avoidance' schemes?,You must disclose aggressive tax planning; failure leads to heavy fines and interest.,Mene ne ke hana shirin da aka yi na hana mai amfani da shi?,"Za ka iya gaya wa lauyar gwamnatin ta yi shiri, amma hakan ba zai hana ka karɓan kuɗi da kuma abubuwa masu muhimmanci ba.","tax avoidance, penalty, fines, disclosure",Nigeria Tax Act 2025 FAQ,"lauyar, gwamnatin, shiri,, hakan, karɓan",HIGH
TAX_177,admin_rules,What is a 'Tax Ombudsman'?,An independent office where you can complain if a tax official is mistreating you or your business.,"To, mẽne ne a gare ka?",Wani ma'aikacin gwamnati zai iya yi maka ba'a idan wani ma'aikacin gwamnati yana tsananta maka ko kuma sana'arka.,"ombudsman, complaint, tax official, independent","Nigeria Tax Act 2025, Sec. 3","ma'aikacin, gwamnati, ma'aikacin, gwamnati, tsananta",HIGH
TAX_178,withholding_tax,Is there WHT on a small shop's supply?,No. There is zero WHT on transactions involving small businesses (turnover < N50m).,Shin akwai wani abu ne da za mu iya samu daga wani ƙaramin ɗaki?,"A'a, ka yi la'akari da kuɗin da za ka iya samu a yin amfani da shi wajen yin sayayya.","WHT, small shop, small business, zero, exempt",WHT Regulations 2024/2025,"la'akari, kuɗin, amfani, wajen, sayayya.",HIGH
TAX_179,income_tax,Are 'Benefits-in-Kind' (like a company car) taxed?,Yes. Non-cash benefits provided by an employer are valued and added to your taxable income.,Sun amfana ne daga irin aikin da suke yi?,"Hakika, amfanin yin amfani da kayan aiki ba a ba da amfani ba ya kawo sakamako mai kyau.","benefits-in-kind, company car, taxable, employment","Nigeria Tax Act 2025, Sec. 14","Hakika,, amfanin, amfani, kayan, amfani",HIGH
TAX_180,value_added_tax,Why did VAT increase to 10%?,To increase domestic revenue; the law balances this by exempting nearly all essential costs for poor households.,Me ya sa huɗu ɗin ya ƙaru?,"Don a ƙara kuɗin biyan kuɗin haya, dokar ta biya kusan dukan kuɗin da ake biya don matalauta.","VAT, 10%, increase, essential, poor, revenue","Nigeria Tax Act 2025, Sec. 71","kuɗin, biyan, kuɗin, haya,, dokar",HIGH
TAX_181,income_tax,Do I pay tax on money I win from a lottery or gaming?,"Yes. Winnings from lotteries, betting, and gaming are subject to tax, usually deducted at the source.",Ina biyan haraji ne game da kuɗi da nake samu daga yin caca ko kuma ɗaukan kaya masu nauyi?,"Hakika, kasuwanci, wasanni, da kuma wasanni suna ɗaukaka biyan haraji.","lottery, gaming, winnings, tax, betting",Nigeria Tax Act 2025 FAQ,"Hakika,, kasuwanci,, wasanni,, wasanni, ɗaukaka",HIGH
TAX_182,admin_rules,Can I get a refund if I overpaid my tax?,Yes. The law mandates that valid tax refunds must be processed within 90 days of the application.,Zan iya samun wani irin kayan da nake bukata kuwa?,"Hakika, dokar da aka ba da ta hannun Musa ta ba da umurni cewa a riƙa biyan haraji a kwanakin 90.","refund, overpaid, 90 days, FIRS",Nigeria Tax Act 2025 FAQ,"Hakika,, dokar, hannun, umurni, biyan",HIGH
